country,fuel,scenario,year,cf
GRC,coal,Net Zero 2050,2024,0.3187
GRC,coal,Net Zero 2050,2025,0.2412
GRC,coal,Net Zero 2050,2026,0.2028
GRC,coal,Net Zero 2050,2027,0.1643
GRC,coal,Net Zero 2050,2028,0.1259
GRC,coal,Net Zero 2050,2029,0.0875
GRC,coal,Net Zero 2050,2030,0.049
GRC,coal,Net Zero 2050,2031,0.0393
GRC,coal,Net Zero 2050,2032,0.0295
GRC,coal,Net Zero 2050,2033,0.0197
GRC,coal,Net Zero 2050,2034,0.0099
GRC,coal,Net Zero 2050,2035,0.0001
GRC,coal,Net Zero 2050,2036,0.0001
GRC,coal,Net Zero 2050,2037,0.0001
GRC,coal,Net Zero 2050,2038,0.0001
GRC,coal,Net Zero 2050,2039,0.0001
GRC,coal,Net Zero 2050,2040,0.0001
GRC,coal,Net Zero 2050,2041,0.0001
GRC,coal,Net Zero 2050,2042,0.0001
GRC,coal,Net Zero 2050,2043,0.0001
GRC,coal,Net Zero 2050,2044,0.0001
GRC,coal,Net Zero 2050,2045,0.0
GRC,coal,Net Zero 2050,2046,0.0
GRC,coal,Net Zero 2050,2047,0.0
GRC,coal,Net Zero 2050,2048,0.0
GRC,coal,Net Zero 2050,2049,0.0
GRC,coal,Net Zero 2050,2050,0.0
HUN,coal,Current Policies,2020,0.85
HUN,coal,Current Policies,2021,0.7625
HUN,coal,Current Policies,2022,0.6749
HUN,coal,Current Policies,2023,0.5874
HUN,coal,Current Policies,2024,0.4998
HUN,coal,Current Policies,2025,0.4123
HUN,coal,Current Policies,2026,0.3588
HUN,coal,Current Policies,2027,0.3053
HUN,coal,Current Policies,2028,0.2519
HUN,coal,Current Policies,2029,0.1984
HUN,coal,Current Policies,2030,0.145
HUN,coal,Current Policies,2031,0.1279
HUN,coal,Current Policies,2032,0.1109
HUN,coal,Current Policies,2033,0.0938
HUN,coal,Current Policies,2034,0.0768
HUN,coal,Current Policies,2035,0.0597
HUN,coal,Current Policies,2036,0.0494
HUN,coal,Current Policies,2037,0.0391
HUN,coal,Current Policies,2038,0.0288
HUN,coal,Current Policies,2039,0.0184
HUN,coal,Current Policies,2040,0.0081
HUN,coal,Current Policies,2041,0.0066
HUN,coal,Current Policies,2042,0.0051
HUN,coal,Current Policies,2043,0.0035
HUN,coal,Current Policies,2044,0.002
HUN,coal,Current Policies,2045,0.0005
HUN,coal,Current Policies,2046,0.0004
HUN,coal,Current Policies,2047,0.0003
HUN,coal,Current Policies,2048,0.0003
HUN,coal,Current Policies,2049,0.0002
HUN,coal,Current Policies,2050,0.0001
HUN,coal,Delayed transition,2020,0.85
HUN,coal,Delayed transition,2021,0.7625
HUN,coal,Delayed transition,2022,0.6749
HUN,coal,Delayed transition,2023,0.5874
HUN,coal,Delayed transition,2024,0.4998
HUN,coal,Delayed transition,2025,0.4123
HUN,coal,Delayed transition,2026,0.3588
HUN,coal,Delayed transition,2027,0.3053
HUN,coal,Delayed transition,2028,0.2519
HUN,coal,Delayed transition,2029,0.1984
HUN,coal,Delayed transition,2030,0.145
HUN,coal,Delayed transition,2031,0.1279
HUN,coal,Delayed transition,2032,0.1108
HUN,coal,Delayed transition,2033,0.0936
HUN,coal,Delayed transition,2034,0.0765
HUN,coal,Delayed transition,2035,0.0594
HUN,coal,Delayed transition,2036,0.0491
HUN,coal,Delayed transition,2037,0.0388
HUN,coal,Delayed transition,2038,0.0285
HUN,coal,Delayed transition,2039,0.0182
HUN,coal,Delayed transition,2040,0.0079
HUN,coal,Delayed transition,2041,0.0064
HUN,coal,Delayed transition,2042,0.0048
HUN,coal,Delayed transition,2043,0.0033
HUN,coal,Delayed transition,2044,0.0017
HUN,coal,Delayed transition,2045,0.0001
HUN,coal,Delayed transition,2046,0.0001
HUN,coal,Delayed transition,2047,0.0001
HUN,coal,Delayed transition,2048,0.0001
HUN,coal,Delayed transition,2049,0.0001
HUN,coal,Delayed transition,2050,0.0
HUN,coal,Net Zero 2050,2020,0.85
HUN,coal,Net Zero 2050,2021,0.7452
HUN,coal,Net Zero 2050,2022,0.6404
HUN,coal,Net Zero 2050,2023,0.5356
HUN,coal,Net Zero 2050,2024,0.4308
HUN,coal,Net Zero 2050,2025,0.3261
HUN,coal,Net Zero 2050,2026,0.2741
HUN,coal,Net Zero 2050,2027,0.2222
HUN,coal,Net Zero 2050,2028,0.1702
HUN,coal,Net Zero 2050,2029,0.1183
HUN,coal,Net Zero 2050,2030,0.0663
HUN,coal,Net Zero 2050,2031,0.0531
HUN,coal,Net Zero 2050,2032,0.0399
HUN,coal,Net Zero 2050,2033,0.0266
HUN,coal,Net Zero 2050,2034,0.0134
HUN,coal,Net Zero 2050,2035,0.0002
HUN,coal,Net Zero 2050,2036,0.0002
HUN,coal,Net Zero 2050,2037,0.0002
HUN,coal,Net Zero 2050,2038,0.0001
HUN,coal,Net Zero 2050,2039,0.0001
HUN,coal,Net Zero 2050,2040,0.0001
HUN,coal,Net Zero 2050,2041,0.0001
HUN,coal,Net Zero 2050,2042,0.0001
HUN,coal,Net Zero 2050,2043,0.0001
HUN,coal,Net Zero 2050,2044,0.0001
HUN,coal,Net Zero 2050,2045,0.0001
HUN,coal,Net Zero 2050,2046,0.0001
HUN,coal,Net Zero 2050,2047,0.0
HUN,coal,Net Zero 2050,2048,0.0
HUN,coal,Net Zero 2050,2049,0.0
HUN,coal,Net Zero 2050,2050,0.0
IRL,coal,Current Policies,2020,0.85
IRL,coal,Current Policies,2021,0.7625
IRL,coal,Current Policies,2022,0.6749
IRL,coal,Current Policies,2023,0.5874
IRL,coal,Current Policies,2024,0.4998
IRL,coal,Current Policies,2025,0.4123
IRL,coal,Current Policies,2026,0.3588
IRL,coal,Current Policies,2027,0.3053
IRL,coal,Current Policies,2028,0.2519
IRL,coal,Current Policies,2029,0.1984
IRL,coal,Current Policies,2030,0.145
IRL,coal,Current Policies,2031,0.1279
IRL,coal,Current Policies,2032,0.1109
IRL,coal,Current Policies,2033,0.0938
IRL,coal,Current Policies,2034,0.0768
IRL,coal,Current Policies,2035,0.0597
IRL,coal,Current Policies,2036,0.0494
IRL,coal,Current Policies,2037,0.0391
IRL,coal,Current Policies,2038,0.0288
IRL,coal,Current Policies,2039,0.0184
IRL,coal,Current Policies,2040,0.0081
IRL,coal,Current Policies,2041,0.0066
IRL,coal,Current Policies,2042,0.0051
IRL,coal,Current Policies,2043,0.0035
IRL,coal,Current Policies,2044,0.002
IRL,coal,Current Policies,2045,0.0005
IRL,coal,Current Policies,2046,0.0004
IRL,coal,Current Policies,2047,0.0003
IRL,coal,Current Policies,2048,0.0003
IRL,coal,Current Policies,2049,0.0002
IRL,coal,Current Policies,2050,0.0001
IRL,coal,Delayed transition,2020,0.85
IRL,coal,Delayed transition,2021,0.7625
IRL,coal,Delayed transition,2022,0.6749
IRL,coal,Delayed transition,2023,0.5874
IRL,coal,Delayed transition,2024,0.4998
IRL,coal,Delayed transition,2025,0.4123
IRL,coal,Delayed transition,2026,0.3588
IRL,coal,Delayed transition,2027,0.3053
IRL,coal,Delayed transition,2028,0.2519
IRL,coal,Delayed transition,2029,0.1984
IRL,coal,Delayed transition,2030,0.145
IRL,coal,Delayed transition,2031,0.1279
IRL,coal,Delayed transition,2032,0.1108
IRL,coal,Delayed transition,2033,0.0936
IRL,coal,Delayed transition,2034,0.0765
IRL,coal,Delayed transition,2035,0.0594
IRL,coal,Delayed transition,2036,0.0491
IRL,coal,Delayed transition,2037,0.0388
IRL,coal,Delayed transition,2038,0.0285
IRL,coal,Delayed transition,2039,0.0182
IRL,coal,Delayed transition,2040,0.0079
IRL,coal,Delayed transition,2041,0.0064
IRL,coal,Delayed transition,2042,0.0048
IRL,coal,Delayed transition,2043,0.0033
IRL,coal,Delayed transition,2044,0.0017
IRL,coal,Delayed transition,2045,0.0001
IRL,coal,Delayed transition,2046,0.0001
IRL,coal,Delayed transition,2047,0.0001
IRL,coal,Delayed transition,2048,0.0001
IRL,coal,Delayed transition,2049,0.0001
IRL,coal,Delayed transition,2050,0.0
IRL,coal,Net Zero 2050,2020,0.85
IRL,coal,Net Zero 2050,2021,0.7452
IRL,coal,Net Zero 2050,2022,0.6404
IRL,coal,Net Zero 2050,2023,0.5356
IRL,coal,Net Zero 2050,2024,0.4308
IRL,coal,Net Zero 2050,2025,0.3261
IRL,coal,Net Zero 2050,2026,0.2741
IRL,coal,Net Zero 2050,2027,0.2222
IRL,coal,Net Zero 2050,2028,0.1702
IRL,coal,Net Zero 2050,2029,0.1183
IRL,coal,Net Zero 2050,2030,0.0663
IRL,coal,Net Zero 2050,2031,0.0531
IRL,coal,Net Zero 2050,2032,0.0399
IRL,coal,Net Zero 2050,2033,0.0266
IRL,coal,Net Zero 2050,2034,0.0134
IRL,coal,Net Zero 2050,2035,0.0002
IRL,coal,Net Zero 2050,2036,0.0002
IRL,coal,Net Zero 2050,2037,0.0002
IRL,coal,Net Zero 2050,2038,0.0001
IRL,coal,Net Zero 2050,2039,0.0001
IRL,coal,Net Zero 2050,2040,0.0001
IRL,coal,Net Zero 2050,2041,0.0001
IRL,coal,Net Zero 2050,2042,0.0001
IRL,coal,Net Zero 2050,2043,0.0001
IRL,coal,Net Zero 2050,2044,0.0001
IRL,coal,Net Zero 2050,2045,0.0001
IRL,coal,Net Zero 2050,2046,0.0001
IRL,coal,Net Zero 2050,2047,0.0
IRL,coal,Net Zero 2050,2048,0.0
IRL,coal,Net Zero 2050,2049,0.0
IRL,coal,Net Zero 2050,2050,0.0
ITA,coal,Current Policies,2020,0.2059
ITA,coal,Current Policies,2021,0.1847
ITA,coal,Current Policies,2022,0.1635
ITA,coal,Current Policies,2023,0.1423
ITA,coal,Current Policies,2024,0.1211
ITA,coal,Current Policies,2025,0.0999
ITA,coal,Current Policies,2026,0.0869
ITA,coal,Current Policies,2027,0.074
ITA,coal,Current Policies,2028,0.061
ITA,coal,Current Policies,2029,0.0481
ITA,coal,Current Policies,2030,0.0351
ITA,coal,Current Policies,2031,0.031
ITA,coal,Current Policies,2032,0.0269
ITA,coal,Current Policies,2033,0.0227
ITA,coal,Current Policies,2034,0.0186
ITA,coal,Current Policies,2035,0.0145
ITA,coal,Current Policies,2036,0.012
ITA,coal,Current Policies,2037,0.0095
ITA,coal,Current Policies,2038,0.007
ITA,coal,Current Policies,2039,0.0045
ITA,coal,Current Policies,2040,0.002
ITA,coal,Current Policies,2041,0.0016
ITA,coal,Current Policies,2042,0.0012
ITA,coal,Current Policies,2043,0.0009
ITA,coal,Current Policies,2044,0.0005
ITA,coal,Current Policies,2045,0.0001
ITA,coal,Current Policies,2046,0.0001
ITA,coal,Current Policies,2047,0.0001
ITA,coal,Current Policies,2048,0.0001
ITA,coal,Current Policies,2049,0.0
ITA,coal,Current Policies,2050,0.0
ITA,coal,Delayed transition,2020,0.2059
ITA,coal,Delayed transition,2021,0.1847
ITA,coal,Delayed transition,2022,0.1635
ITA,coal,Delayed transition,2023,0.1423
ITA,coal,Delayed transition,2024,0.1211
ITA,coal,Delayed transition,2025,0.0999
ITA,coal,Delayed transition,2026,0.0869
ITA,coal,Delayed transition,2027,0.074
ITA,coal,Delayed transition,2028,0.061
ITA,coal,Delayed transition,2029,0.0481
ITA,coal,Delayed transition,2030,0.0351
ITA,coal,Delayed transition,2031,0.031
ITA,coal,Delayed transition,2032,0.0268
ITA,coal,Delayed transition,2033,0.0227
ITA,coal,Delayed transition,2034,0.0185
ITA,coal,Delayed transition,2035,0.0144
ITA,coal,Delayed transition,2036,0.0119
ITA,coal,Delayed transition,2037,0.0094
ITA,coal,Delayed transition,2038,0.0069
ITA,coal,Delayed transition,2039,0.0044
ITA,coal,Delayed transition,2040,0.0019
ITA,coal,Delayed transition,2041,0.0015
ITA,coal,Delayed transition,2042,0.0012
ITA,coal,Delayed transition,2043,0.0008
ITA,coal,Delayed transition,2044,0.0004
ITA,coal,Delayed transition,2045,0.0
ITA,coal,Delayed transition,2046,0.0
ITA,coal,Delayed transition,2047,0.0
ITA,coal,Delayed transition,2048,0.0
ITA,coal,Delayed transition,2049,0.0
ITA,coal,Delayed transition,2050,0.0
ITA,coal,Net Zero 2050,2020,0.2059
ITA,coal,Net Zero 2050,2021,0.1805
ITA,coal,Net Zero 2050,2022,0.1552
ITA,coal,Net Zero 2050,2023,0.1298
ITA,coal,Net Zero 2050,2024,0.1044
ITA,coal,Net Zero 2050,2025,0.079
ITA,coal,Net Zero 2050,2026,0.0664
ITA,coal,Net Zero 2050,2027,0.0538
ITA,coal,Net Zero 2050,2028,0.0412
ITA,coal,Net Zero 2050,2029,0.0286
ITA,coal,Net Zero 2050,2030,0.0161
ITA,coal,Net Zero 2050,2031,0.0129
ITA,coal,Net Zero 2050,2032,0.0097
ITA,coal,Net Zero 2050,2033,0.0065
ITA,coal,Net Zero 2050,2034,0.0032
ITA,coal,Net Zero 2050,2035,0.0
ITA,coal,Net Zero 2050,2036,0.0
ITA,coal,Net Zero 2050,2037,0.0
ITA,coal,Net Zero 2050,2038,0.0
ITA,coal,Net Zero 2050,2039,0.0
ITA,coal,Net Zero 2050,2040,0.0
ITA,coal,Net Zero 2050,2041,0.0
ITA,coal,Net Zero 2050,2042,0.0
ITA,coal,Net Zero 2050,2043,0.0
ITA,coal,Net Zero 2050,2044,0.0
ITA,coal,Net Zero 2050,2045,0.0
ITA,coal,Net Zero 2050,2046,0.0
ITA,coal,Net Zero 2050,2047,0.0
ITA,coal,Net Zero 2050,2048,0.0
ITA,coal,Net Zero 2050,2049,0.0
ITA,coal,Net Zero 2050,2050,0.0
NLD,coal,Current Policies,2020,0.85
NLD,coal,Current Policies,2021,0.7625
NLD,coal,Current Policies,2022,0.6749
NLD,coal,Current Policies,2023,0.5874
NLD,coal,Current Policies,2024,0.4998
NLD,coal,Current Policies,2025,0.4123
NLD,coal,Current Policies,2026,0.3588
NLD,coal,Current Policies,2027,0.3053
NLD,coal,Current Policies,2028,0.2519
NLD,coal,Current Policies,2029,0.1984
NLD,coal,Current Policies,2030,0.145
NLD,coal,Current Policies,2031,0.1279
NLD,coal,Current Policies,2032,0.1109
NLD,coal,Current Policies,2033,0.0938
NLD,coal,Current Policies,2034,0.0768
NLD,coal,Current Policies,2035,0.0597
NLD,coal,Current Policies,2036,0.0494
NLD,coal,Current Policies,2037,0.0391
NLD,coal,Current Policies,2038,0.0288
NLD,coal,Current Policies,2039,0.0184
NLD,coal,Current Policies,2040,0.0081
NLD,coal,Current Policies,2041,0.0066
NLD,coal,Current Policies,2042,0.0051
NLD,coal,Current Policies,2043,0.0035
NLD,coal,Current Policies,2044,0.002
NLD,coal,Current Policies,2045,0.0005
NLD,coal,Current Policies,2046,0.0004
NLD,coal,Current Policies,2047,0.0003
NLD,coal,Current Policies,2048,0.0003
NLD,coal,Current Policies,2049,0.0002
NLD,coal,Current Policies,2050,0.0001
NLD,coal,Delayed transition,2020,0.85
NLD,coal,Delayed transition,2021,0.7625
NLD,coal,Delayed transition,2022,0.6749
NLD,coal,Delayed transition,2023,0.5874
NLD,coal,Delayed transition,2024,0.4998
NLD,coal,Delayed transition,2025,0.4123
NLD,coal,Delayed transition,2026,0.3588
NLD,coal,Delayed transition,2027,0.3053
NLD,coal,Delayed transition,2028,0.2519
NLD,coal,Delayed transition,2029,0.1984
NLD,coal,Delayed transition,2030,0.145
NLD,coal,Delayed transition,2031,0.1279
NLD,coal,Delayed transition,2032,0.1108
NLD,coal,Delayed transition,2033,0.0936
NLD,coal,Delayed transition,2034,0.0765
NLD,coal,Delayed transition,2035,0.0594
NLD,coal,Delayed transition,2036,0.0491
NLD,coal,Delayed transition,2037,0.0388
NLD,coal,Delayed transition,2038,0.0285
NLD,coal,Delayed transition,2039,0.0182
NLD,coal,Delayed transition,2040,0.0079
NLD,coal,Delayed transition,2041,0.0064
NLD,coal,Delayed transition,2042,0.0048
NLD,coal,Delayed transition,2043,0.0033
NLD,coal,Delayed transition,2044,0.0017
NLD,coal,Delayed transition,2045,0.0001
NLD,coal,Delayed transition,2046,0.0001
NLD,coal,Delayed transition,2047,0.0001
NLD,coal,Delayed transition,2048,0.0001
NLD,coal,Delayed transition,2049,0.0001
NLD,coal,Delayed transition,2050,0.0
NLD,coal,Net Zero 2050,2020,0.85
NLD,coal,Net Zero 2050,2021,0.7452
NLD,coal,Net Zero 2050,2022,0.6404
NLD,coal,Net Zero 2050,2023,0.5356
NLD,coal,Net Zero 2050,2024,0.4308
NLD,coal,Net Zero 2050,2025,0.3261
NLD,coal,Net Zero 2050,2026,0.2741
NLD,coal,Net Zero 2050,2027,0.2222
NLD,coal,Net Zero 2050,2028,0.1702
NLD,coal,Net Zero 2050,2029,0.1183
NLD,coal,Net Zero 2050,2030,0.0663
NLD,coal,Net Zero 2050,2031,0.0531
NLD,coal,Net Zero 2050,2032,0.0399
NLD,coal,Net Zero 2050,2033,0.0266
NLD,coal,Net Zero 2050,2034,0.0134
NLD,coal,Net Zero 2050,2035,0.0002
NLD,coal,Net Zero 2050,2036,0.0002
NLD,coal,Net Zero 2050,2037,0.0002
NLD,coal,Net Zero 2050,2038,0.0001
NLD,coal,Net Zero 2050,2039,0.0001
NLD,coal,Net Zero 2050,2040,0.0001
NLD,coal,Net Zero 2050,2041,0.0001
NLD,coal,Net Zero 2050,2042,0.0001
NLD,coal,Net Zero 2050,2043,0.0001
NLD,coal,Net Zero 2050,2044,0.0001
NLD,coal,Net Zero 2050,2045,0.0001
NLD,coal,Net Zero 2050,2046,0.0001
NLD,coal,Net Zero 2050,2047,0.0
NLD,coal,Net Zero 2050,2048,0.0
